CURRENTOPERATORNAME,WELL COUNT,CURRENTOPERATORCODE,CURRENTOPERATORCODE,OperatorShort,OperatorAlias,OperatorTicker,CompanyType,Merged,Notes
HART R C,1,408826,408826,,,,,,
GABBELL GEO,1,446461,446461,,,,,,
R S E INCORPORATED,1,27499,27499,,,,,,
EVANS S R,1,275657,275657,,,,,,
NEBERRY ROE L,1,474574,474574,,,,,,
CARIBE RESOURCES INCORPORATED,1,5666,5666,,,,,,
WARREN CHARLES,1,198188,198188,,,,,,
DUNN H P,1,273671,273671,,,,,,
AMERICAN GILSONITE COMPANY,1,125847,125847,,,,,,
WILSON & GRAY ETAL,1,422672,422672,,,,,,
HIGGENS J R & HELSCEL,1,410729,410729,,,,,,
KARA OIL COMPANY,1,64728,64728,,,,,,
FULWILER WJ ETAL,1,456435,456435,,,,,,
DOUBLE T ENERGY CO LLC,1,257895,257895,,,,,,
ADAMS SAM,1,105743,105743,,,,,,
TEX-TOR OIL CORPORATION,1,156194,156194,,,,,,
S S & B OIL COMPANY,1,49907,49907,,,,,,
MYERS R V,1,471361,471361,,,,,,
PEAR VALLEY INVESTMENT COMPANY INC,1,25753,25753,,,,,,
SIMCOR ENERGY,1,112708,112708,,,,,,
ORILEY J T,1,474616,474616,,,,,,
TATUM CHARLES R OIL PRODUCERS,1,32775,32775,,,,,,
BORROWS JOHN R,1,242576,242576,,,,,,
KARCHMER ALAN HOWARD LIVING TRUST,1,223408,223408,,,,,,
WEST E R ENGINEERING,1,113098,113098,,,,,,
BITZ M J COMPANY,1,3279,3279,,,,,,
RUMLEY MATTHEW A DBA & ASSOCIATES,1,270798,270798,,,,,,
REPUBLIC PETROLEUM INVESTMENT,1,144213,144213,,,,,,
WILSON INVESTMENT COMPANY,1,36545,36545,,,,,,
DIETZ (TRUSTEE),1,267760,267760,,,,,,
CONLEY OIL COMPANY,1,125969,125969,,,,,,
RICKS EXPLORATION ACQUISITION LLC,1,210203,210203,,,,,,
BRANDES PETROLEUM B P C INCORPORATED,1,128315,128315,,,,,,
HUMPHREY MORGAN,1,413022,413022,,,,,,
WILIE C G,1,422292,422292,,,,,,
BURK & DIVIDE OIL,1,245593,245593,,,,,,
BANCROFT OIL,1,237930,237930,,,,,,
KIRLAND WILLIAM H & BRENDA L,1,233445,233445,,,,,,
DAVIDSON & WYANT,1,253399,253399,,,,,,
BAKER FE & HELMS BOB,1,237714,237714,,,,,,
ELLIS H EDISON JR,1,120397,120397,,,,,,
MILNER RESOURCES,1,469272,469272,,,,,,
VAUGHN RALPH OIL COMPANY,1,34814,34814,,,,,,
HELMCO LIMITED,1,14898,14898,,,,,,
TAPA OIL CORPORATION,1,77113,77113,,,,,,
STEINLEE WILLIAM,1,174021,174021,,,,,,
PETERS W S ETAL,1,414232,414232,,,,,,
NOARKO RESOURCES INCORPORATED,1,24211,24211,,,,,,
SNOWDEN-SHEEHAN,1,428457,428457,,,,,,
FRANCO-DOMINION,1,45085,45085,,,,,,
OLD 18,1,48638,48638,,,,,,
P & F PETROLEUM,1,198931,198931,,,,,,
SULLIVAN ARNOLD,1,102301,102301,,,,,,
INTERNATIONAL FUEL CO,1,449962,449962,,,,,,
SAN JUAN OIL & DEVELOPMENT COMPANY,1,214158,214158,,,,,,
CAREY WM J & ORION OIL,1,706323,706323,,,,,,
FLORENCE INVESTMENT COMPANY,1,161962,161962,,,,,,
SAVANNAH ROSS AND COMPANY L L C,1,139860,139860,,,,,,
GRIMM HUNT & LOGUE,1,449261,449261,,,,,,
HARRASCH ETAL,1,408521,408521,,,,,,
JUNIPER O&M TEXACO INC,1,704767,704767,,,,,,
J R B OPERATORS,1,104205,104205,,,,,,
JENNINGS C D,1,164476,164476,,,,,,
FIRSTOIL INCORPORATED,1,11421,11421,,,,,,
FLANDELL ETAL,1,182739,182739,,,,,,
LOGAN CORPORATION,1,463710,463710,,,,,,
MCKNAB PRODUCTION CO INC,1,257064,257064,,,,,,
WINNER EXPLORATION,1,422949,422949,,,,,,
MELINCO PET,1,115721,115721,,,,,,
HECIA OIL,1,409716,409716,,,,,,
HALL SAM & OWENS,1,407584,407584,,,,,,
CADDO PETROLEUM DEVELOPMENT INC,1,5317,5317,,,,,,
DRAKE RICHARD J,1,44560,44560,,,,,,
ALSTAD JOSEPH,1,157103,157103,,,,,,
GORDON JACK E,1,448246,448246,,,,,,
FOUR SWD INCORPORATED,1,212132,212132,,,,,,
MILLER E C,1,225355,225355,,,,,,
EAST WEST OIL CORPORATION,1,57714,57714,,,,,,
KIBURZ & WHITAKER,1,82863,82863,,,,,,
COLLINS & QUINN,1,249701,249701,,,,,,
D SPAIN LAWS LIMITED LIABILITY CORP,1,211649,211649,,,,,,
SUMMERLEA INCORPORATED,1,145040,145040,,,,,,
2 W PETROLEUM,1,90828,90828,,,,,,
THOMASON TOMMY E,1,33470,33470,,,,,,
SAVOY OIL & HAYNES,1,424970,424970,,,,,,
PARKER RAY,1,185893,185893,,,,,,
TOLTEK DRLG-DELTA PET,1,708722,708722,,,,,,
HILL-HILL & CHERRY A W,1,704243,704243,,,,,,
GUTHRIE SOPHIA,1,81995,81995,,,,,,
FRANCO CENTRAL OIL,1,214405,214405,,,,,,
KILBOURNE,1,459425,459425,,,,,,
KALIL CHARLES & ASSCOCIATES,1,164740,164740,,,,,,
JONES AV&SON-GROUP OIL,1,457896,457896,,,,,,
LINN EARL,1,103371,103371,,,,,,
JORDAN-PET INC,1,458159,458159,,,,,,
SCOTT OLLIN,1,149879,149879,,,,,,
CHEETAH RESOURCES,1,116224,116224,,,,,,
CARRUTHERS J E,1,247659,247659,,,,,,
SIMMONS GURVES,1,118514,118514,,,,,,
CUMMINGHAM R,1,252696,252696,,,,,,
OSHAUGHNESSY ETAL,1,474163,474163,,,,,,
ADAMS R E ET AL,1,453,453,,,,,,
HEWLING,1,410560,410560,,,,,,
YOUNG DOT,1,247846,247846,,,,,,
BEIER EDWARD J,1,42972,42972,,,,,,
PETERSON-BRUCE ETAL,1,414282,414282,,,,,,
WERNER A F,1,421235,421235,,,,,,
CENTRAL PETROLEUM & DEVELOPMENT,1,217173,217173,,,,,,
HOUGHTON OIL CO,1,412281,412281,,,,,,
VOLOS OPERATING LLC,1,235443,235443,,,,,,
O I L ENERGY CORPORATION,1,133978,133978,,,,,,
DECK ISAAC,1,254022,254022,,,,,,
MERCURY OIL,1,148444,148444,,,,,,
BANCROFT DRILLING,1,219886,219886,,,,,,
PAINTER & PETROTRUST COMPANY,1,201094,201094,,,,,,
HINTZ,1,45965,45965,,,,,,
TREO OIL,1,452399,452399,,,,,,
STEPHENS J W,1,429989,429989,,,,,,
HATCHSETTER ETAL,1,409098,409098,,,,,,
MITCHELL W M & SON,1,22988,22988,,,,,,
COLE H S JR OPERATOR,1,80631,80631,,,,,,
TARO DRILLING,1,119857,119857,,,,,,
KENNEDY A B JR,1,459103,459103,,,,,,
BRUNS H D & WELSH O&G,1,716318,716318,,,,,,
VIGIL OIL & GAS CO,1,453839,453839,,,,,,
CALVERT KELSCH & DONLIN,1,400641,400641,,,,,,
EVANS S M,1,203681,203681,,,,,,
MCMATH A G,1,467655,467655,,,,,,
CRISWELL & SMITH,1,252401,252401,,,,,,
STRATA VIEW OPERATING LLC,1,214377,214377,,,,,,
HASEMAN JOHN INC,1,409003,409003,,,,,,
BRISKIN THEODORE,1,243748,243748,,,,,,
LAYNE L A ETAL,1,462116,462116,,,,,,
CHEBUL BILL-MURPHY,1,720703,720703,,,,,,
KIRBY OIL INDUSTRIES,1,459900,459900,,,,,,
BULLOCK & ROSS,1,245303,245303,,,,,,
KING-GILBERT,1,459754,459754,,,,,,
BEARD & HAMMOND,1,241697,241697,,,,,,
OLSON-GISH OIL,1,473883,473883,,,,,,
BANKS & HAMILTON&SINCLAIR,1,238101,238101,,,,,,
FORT WORTH EXPLORATION COMPANY,1,81531,81531,,,,,,
MANAHAN ET AL,1,47411,47411,,,,,,
ZIPPREA MASSIVE,1,276225,276225,,,,,,
RODGERS ETAL,1,200317,200317,,,,,,
BARROWS STANLEY M,1,238711,238711,,,,,,
DORCHESTER EXPL & HCKRS,1,716889,716889,,,,,,
SHURIN MARTIN JR,1,202184,202184,,,,,,
Y OIL COMPANY INCORPORATED,1,89052,89052,,,,,,
STEELMAN W E & CO,1,429792,429792,,,,,,
YOUNG B J,1,247990,247990,,,,,,
ALASKA DEVELOPMENT COMPANY,1,73056,73056,,,,,,
LACCO MINERALS,1,114575,114575,,,,,,
HAWN W H,1,409300,409300,,,,,,
S & S GAS & OIL,1,200836,200836,,,,,,
JORDAN DRLG & BOONE J,1,458129,458129,,,,,,
SALVATO MICHAEL A ETAL,1,424555,424555,,,,,,
SER INCORPORATED,1,30311,30311,,,,,,
AUGUSTA DEVELOPMENT COMPANY,1,58581,58581,,,,,,
BRADLEY W J,1,242797,242797,,,,,,
HOFFMAN J H,1,411453,411453,,,,,,
SOUTHWARD & MORGAN,1,428788,428788,,,,,,
CODDELL,1,43854,43854,,,,,,
JOHNS HAM,1,55395,55395,,,,,,
CANNEDY ED,1,246518,246518,,,,,,
GOLD M F,1,173351,173351,,,,,,
FUESZ MARVIN D,1,118711,118711,,,,,,
DECKER & KEELS,1,254044,254044,,,,,,
DROMGODE WREN,1,174638,174638,,,,,,
LLANO RESOURCES INCORPORATED,1,131597,131597,,,,,,
VISION & CLARK,1,225796,225796,,,,,,
TAYLOR T F ET AL & BUTLER F G JR,1,87580,87580,,,,,,
DIXSON J L,1,268070,268070,,,,,,
SMITH F,1,168748,168748,,,,,,
RAMSEY ROSALIND,1,416768,416768,,,,,,
R B WHERRY & C A GREEN,1,416451,416451,,,,,,
CHILDRESS & DEW,1,248298,248298,,,,,,
JOHNSON LEROY,1,192923,192923,,,,,,
CLAY E C,1,248897,248897,,,,,,
CENTRAL WEST,1,247479,247479,,,,,,
ARMSTRONG J W-E,1,42549,42549,,,,,,
PORTER DRLG-COBBDALTON,1,415472,415472,,,,,,
FITZGERALD & WITHINGTON,1,276708,276708,,,,,,
COWELL GEO M,1,251610,251610,,,,,,
TRANS-STAPLE OIL,1,452252,452252,,,,,,
ABC DRILLING,1,137339,137339,,,,,,
OKLA OIL-ZENITH EXPLORATION,1,84825,84825,,,,,,
HAILLEY ETAL,1,212618,212618,,,,,,
HOLLAND-CHAMPION,1,411665,411665,,,,,,
BEAGLE GUS,1,239309,239309,,,,,,
LAKELAND PRODUCTION COMPANY,1,165221,165221,,,,,,
INTERSTATE PET-GLOVER J,1,449974,449974,,,,,,
YATES-GEORGE PET,1,423939,423939,,,,,,
PARKS BILL TANK SERVICE,1,201426,201426,,,,,,
WALES D A,1,420138,420138,,,,,,
CANNAN&MICHAUX&CRESIEN,1,702372,702372,,,,,,
GRAFF LEROY DALE,1,120250,120250,,,,,,
BOGER STRONG JOHNSON,1,242207,242207,,,,,,
GAGEL R E,1,236595,236595,,,,,,
GALLENDER L W,1,446593,446593,,,,,,
HARING JR L H-ARGO OIL,1,704086,704086,,,,,,
MILAM ENERGY PARTNERS I,1,120617,120617,,,,,,
DOWNING D W & BUCKLEY,1,272757,272757,,,,,,
PIONEER OIL WELL SERV,1,706833,706833,,,,,,
RINER DRLG,1,418186,418186,,,,,,
HAFLEY M C,1,407298,407298,,,,,,
S F E O P,1,74265,74265,,,,,,
CRAIG & SPEAR,1,251771,251771,,,,,,
BARAK OPERATING CORPORATION,1,92614,92614,,,,,,
LOGUE PATTERSON RUDMAN,1,463730,463730,,,,,,
SAINT ETAL,1,424495,424495,,,,,,
SINGER OIL & GAS COMPANY INCORPORATED,1,30843,30843,,,,,,
PASQUELLA G & MCBRIDE,1,201557,201557,,,,,,
DUROSSETT DRILLING,1,272874,272874,,,,,,
TOBEY ROYALTIES CO,1,451903,451903,,,,,,
BROWN EUGENE O,1,243688,243688,,,,,,
KYKON OIL & GAS,1,137411,137411,,,,,,
BAKER & POLLOCK,1,237688,237688,,,,,,
BLAKLEY J W,1,241599,241599,,,,,,
SMITH R I,1,428196,428196,,,,,,
SULLIVAN & FITZGERALD,1,431209,431209,,,,,,
BOLLER J L,1,242326,242326,,,,,,
WEKCO DRLG,1,421000,421000,,,,,,
IN OIL COMPANY THE,1,16279,16279,,,,,,
F & F OIL & GAS,1,57446,57446,,,,,,
HOLLIS FRANK ETAL,1,411721,411721,,,,,,
HERRING OIL CORPORATION,1,56139,56139,,,,,,
MERONEY & GROSS,1,468318,468318,,,,,,
FIRST ENERGY EXPLORATION,1,111463,111463,,,,,,
LANG-SCHLACHTER,1,461563,461563,,,,,,
WINFREY WALSH ETAL,1,422881,422881,,,,,,
MIDLAND PIPE & SUPPLY COMPANY,1,84144,84144,,,,,,
KING M,1,459689,459689,,,,,,
DILLINGHAM & LOCKE OIL,1,267956,267956,,,,,,
GILLESPIE R,1,45296,45296,,,,,,
PETROLEUM ENGINEERING,1,123538,123538,,,,,,
UMBURN & FLEMING,1,453064,453064,,,,,,
STRAKE ET AL,1,430766,430766,,,,,,
REES W E ETAL,1,417363,417363,,,,,,
SHELLACK BROS,1,426573,426573,,,,,,
DENTON MARSHALL FREEMAN,1,266839,266839,,,,,,
BOLIN I T R,1,3670,3670,,,,,,
T T C,1,450223,450223,,,,,,
ACROLL OIL & GAS,1,101302,101302,,,,,,
BRECKENRIDGE W R,1,243332,243332,,,,,,
RIG V INVESTMENTS,1,117227,117227,,,,,,
GREEN JACK & JACK ETAL,1,448940,448940,,,,,,
CLARK DEVELOPMENT COMPANY,1,80557,80557,,,,,,
BINGERY PRODUCTION,1,241258,241258,,,,,,
WARREN & WARREN,1,420486,420486,,,,,,
ROSS D M JR & DENMAN F M,1,253047,253047,,,,,,
SCHRIVNER J V & THOMPSON,1,168335,168335,,,,,,
REYNOLDS & CALOPY,1,246452,246452,,,,,,
GOFFER-LEEPER DRLG &,1,447996,447996,,,,,,
DEES H M,1,254273,254273,,,,,,
CAWTHORN CARL,1,183429,183429,,,,,,
STROH JAMES E ETAL,1,430939,430939,,,,,,
OAKS & TURPIN,1,473351,473351,,,,,,
LOWERY ROGER,1,97902,97902,,,,,,
SCHOOLER WH ETAL,1,425341,425341,,,,,,
MAXWELL J K,1,21662,21662,,,,,,
BURKETT F M,1,245739,245739,,,,,,
BROACH B K,1,158605,158605,,,,,,
CLARK J E,1,80567,80567,,,,,,
HARRIS ROBERT,1,64193,64193,,,,,,
EASTER PETROLEUM COMPANY,1,161377,161377,,,,,,
PEARSON PIPELINE,1,413640,413640,,,,,,
TITANIC OIL HOLLAND W H,1,451875,451875,,,,,,
HILL LYDA,1,15243,15243,,,,,,
RUBOLD J H,1,419429,419429,,,,,,
WOOTTEN BILLY,1,423570,423570,,,,,,
PETROCAL & HAWLEY JR,1,414323,414323,,,,,,
HODGDEN OIL COMPANY,1,15380,15380,,,,,,
RICHS RAN JR ETAL,1,418002,418002,,,,,,
EIDEMILLER ENTERPRISES,1,103421,103421,,,,,,
BEASLEY & WHEELER,1,239453,239453,,,,,,
KNIGHT C E & COMPANY,1,18821,18821,,,,,,
SHEFFER DRILLING,1,202108,202108,,,,,,
PITMAN & BLAKE,1,415034,415034,,,,,,
GRIFFIN CLARENCE F,1,56614,56614,,,,,,
BROWN & WHITERIVER,1,243606,243606,,,,,,
ROBERTS EXPLORATION,1,144324,144324,,,,,,
JANNER RALPH R,1,456988,456988,,,,,,
GIBSON D C & AMERADA,1,447412,447412,,,,,,
MASON DRILLING INCORPORATED,1,119909,119909,,,,,,
ALLISON I E,1,157076,157076,,,,,,
BLACK RENEAUT,1,241442,241442,,,,,,
ELM OIL & AMERADA PETROLEUM,1,275333,275333,,,,,,
SWANK G W,1,274449,274449,,,,,,
GUNBARREL PARTNERS,1,56541,56541,,,,,,
WELLS MILLER INC,1,421125,421125,,,,,,
BARTLETT H K,1,238765,238765,,,,,,
MCCALDIN OWEN & NEWTON,1,466453,466453,,,,,,
GORDAN N A,1,448223,448223,,,,,,
GIROUARD L RICHARD,1,74699,74699,,,,,,
LYLES-AULD,1,464497,464497,,,,,,
SOUTHWEST INVESTMENT FUND INCORPORATED,1,99307,99307,,,,,,
ANDERSON A R,1,171539,171539,,,,,,
DELAWARE DRILLERS-STEWART,1,265528,265528,,,,,,
STEITLE WELL SERVICE,1,213292,213292,,,,,,
CRUKMORE T A,1,252322,252322,,,,,,
POT KEN ETAL,1,415567,415567,,,,,,
ISERN DOUGLAS J,1,16459,16459,,,,,,
HUTT ET AL,1,46195,46195,,,,,,
GREEN WOLF OIL,1,101725,101725,,,,,,
CASEY RALPH,1,246737,246737,,,,,,
TRINITY STORAGE SERVICES LIMITED PARTNRS,1,193566,193566,,,,,,
FLYNN OIL & KEENER,1,277368,277368,,,,,,
SIMON-GROSMAN-KATZ,1,427299,427299,,,,,,
SYNTHE W O ETAL,1,431900,431900,,,,,,
JENKINS E A,1,46380,46380,,,,,,
HUTCHINSON & RAWLEY,1,413322,413322,,,,,,
MARLAR W B & WITTENBERG H M,1,108725,108725,,,,,,
SAYRE DOME,1,425012,425012,,,,,,
PIONEER,1,414970,414970,,,,,,
BOON & STAFF,1,242397,242397,,,,,,
BRUER & CURRAN,1,203397,203397,,,,,,
MABRY AN,1,464749,464749,,,,,,
SECURITY DRL & TUCKER R,1,425814,425814,,,,,,
CONSTANZO NICK,1,7320,7320,,,,,,
MCFARLAND & PAGE,1,467107,467107,,,,,,
JEFFERIES R J,1,457113,457113,,,,,,
SEABORN GLENN,1,425696,425696,,,,,,
VANCE PET,1,453461,453461,,,,,,
CHESAPEAKE APPALACHIA LLC,1,220344,220344,,,,,,
CRABBE & STEBBINS,1,160296,160296,,,,,,
BATTS & STOLLEY,1,239043,239043,,,,,,
POLK B R & LAKE P G INC,1,415280,415280,,,,,,
RENICK B C & SUTTON W F,1,417580,417580,,,,,,
SHOWERS E A ET AL,1,426943,426943,,,,,,
ENGLISH-HUNGLEY,1,44809,44809,,,,,,
MCCREE OIL,1,466822,466822,,,,,,
PINE J S,1,414920,414920,,,,,,
V & M DRLG,1,453272,453272,,,,,,
TRUET-TALMADGE,1,452599,452599,,,,,,
MORMAC&MEYERS-LASHE,1,470373,470373,,,,,,
PAYNE & NEAL,1,413522,413522,,,,,,
KROPS A T,1,460701,460701,,,,,,
LAZY K RANCH,1,165327,165327,,,,,,
BELL KELLY-SKELLY-PENNZOIL,1,58923,58923,,,,,,
STUARCO OIL-HUBER J M,1,708137,708137,,,,,,
TUFFEY GILLISPIE OIL,1,452695,452695,,,,,,
LAMBERT ROBERT L,1,461357,461357,,,,,,
JOHNS & HAGER,1,457395,457395,,,,,,
CHOWNING OIL LLC,1,232095,232095,,,,,,
WILKERSON J C,1,36339,36339,,,,,,
KALLINAEVANS&JADE O&G,1,474434,474434,,,,,,
HENDRICK & WALKER,1,410098,410098,,,,,,
KADANE DRLG,1,458402,458402,,,,,,
ABC OIL INCORPORATED,1,124223,124223,,,,,,
SMITH BEN F,1,86913,86913,,,,,,
BLACK HW-EUBANK OIL,1,241432,241432,,,,,,
MCDANIEL WELL SERVICE,1,466941,466941,,,,,,
MCDONALD JAMES,1,125430,125430,,,,,,
CENTRAL DRILLING & STUMPFF,1,247380,247380,,,,,,
PYNDUS & ROBERTS,1,416334,416334,,,,,,
MOORE WILLIAM J,1,259713,259713,,,,,,
BLECK VERNON F -SHADADOO OIL COMPANY,1,59140,59140,,,,,,
SAIBER MIKE,1,118275,118275,,,,,,
BOLES BOB K & ASSOCIATE,1,242278,242278,,,,,,
CUMMINS OIL COMPANY INCORPORATED,1,44147,44147,,,,,,
ODAY THAD,1,473454,473454,,,,,,
K C T INVESTMENT COMPANY,1,17972,17972,,,,,,
WHITE-YOCKEY-AMBROSIA,1,421888,421888,,,,,,
DELTA PETROLEUM & TOLTEK DRILLING,1,265703,265703,,,,,,
STUBB,1,431043,431043,,,,,,
DOSS O C,1,271794,271794,,,,,,
HIGH ISLAND OIL VENTURE,1,110113,110113,,,,,,
CRAIG MILE OIL,1,251721,251721,,,,,,
GOUKER & HARRIS,1,13188,13188,,,,,,
INDIAN NATIONS OIL & GAS,1,16299,16299,,,,,,
OUIDA OIL,1,25086,25086,,,,,,
BENNETT N,1,174346,174346,,,,,,
MITCHELL W C,1,716731,716731,,,,,,
OSBORNE ETAL,1,701844,701844,,,,,,
PITZER & SONS,1,85432,85432,,,,,,
KUSH & DUERKEN,1,460820,460820,,,,,,
NATIONS O A & COOPER R,1,471684,471684,,,,,,
MCMAHON C E,1,47723,47723,,,,,,
KORTS R E ETAL,1,460521,460521,,,,,,
BECKNER C M,1,200042,200042,,,,,,
STEPHAN PETROLEUM,1,429956,429956,,,,,,
WOLFE BROTHERS,1,52103,52103,,,,,,
ROSS-BRINKMAN-SEARLE,1,419152,419152,,,,,,
OWENS J ETAL,1,474353,474353,,,,,,
HAMON JAKE L HOWELL H,1,407913,407913,,,,,,
WEST EARNEST W,1,421312,421312,,,,,,
SLICK T B-BARNES FRANK,1,427744,427744,,,,,,
MCCORMICK-PIERCE-DAVIS,1,466773,466773,,,,,,
FLATLAND OIL COMPANY,1,38548,38548,,,,,,
PURSELL H M,1,416278,416278,,,,,,
CHERRY KIDD & HEATH,1,248124,248124,,,,,,
BO DUNAGIN OPERATING LLC,1,232155,232155,,,,,,
CWD CORPORATION,1,108311,108311,,,,,,
ATLANTIC ET AL,1,42603,42603,,,,,,
TYRONE OIL,1,452986,452986,,,,,,
BLACKBIRD ROY,1,195560,195560,,,,,,
OKLAHOMA CRAIG ENERGY ASSOC,1,89579,89579,,,,,,
HAMMOND HC,1,407880,407880,,,,,,
SEALS & SCHELL,1,425718,425718,,,,,,
MORGAN ETAL W F,1,470300,470300,,,,,,
JUNGLE OIL,1,458276,458276,,,,,,
NANCY BELL O&G,1,471529,471529,,,,,,
SEVENTEX PROD,1,426085,426085,,,,,,
CEZEAUX & ROBINSON,1,179626,179626,,,,,,
TURNEY-HLLNGSWTH-WILBRN,1,452868,452868,,,,,,
WATFORD GEORGE ETAL,1,420606,420606,,,,,,
HOWELL H H-DICK W J JR,1,704354,704354,,,,,,
MCEVOY,1,467076,467076,,,,,,
SCHAFER DRLG & BOND OIL,1,425066,425066,,,,,,
THOMPSON M L,1,114114,114114,,,,,,
LUGINBYHL & NASH,1,464301,464301,,,,,,
COOKSON & KODESH,1,250468,250468,,,,,,
HORN ENERGY,1,15690,15690,,,,,,
PRICE WILLIAM W,1,184455,184455,,,,,,
MOSHER ED T,1,470655,470655,,,,,,
BLACK MOUNTAIN EXPLORATION LP,1,260042,260042,,,,,,
SAYERS LEONARD ETAL,1,425007,425007,,,,,,
DUNN EMMA F,1,273667,273667,,,,,,
JONES ROBERT E ETAL,1,64678,64678,,,,,,
PETR EXPLOR INC OF TEX,1,414302,414302,,,,,,
COX EDWIN L & MCFARLAND,1,702853,702853,,,,,,
SADDLE CREEK EXPLORATIONS INCORPORATED,1,29573,29573,,,,,,
LEAHY-ERWIN OIL,1,462213,462213,,,,,,
WAGNER H W,1,420049,420049,,,,,,
GRAYHILL & DOUBLE R,1,448806,448806,,,,,,
JONES & CRAVEN,1,457834,457834,,,,,,
D & L RUSSELL COBB,1,252978,252978,,,,,,
SHELDON OIL & TWIN ST,1,426543,426543,,,,,,
TEX-FREEMAN,1,450959,450959,,,,,,
WATKINS B D JR,1,420615,420615,,,,,,
HAN-SAN INCORPORATED,1,14265,14265,,,,,,
SCOTT C P,1,425568,425568,,,,,,
GAMBLER OIL INCORPORATED,1,132502,132502,,,,,,
NEWMAN T K,1,472350,472350,,,,,,
LOFTEN B B DR ETAL,1,463691,463691,,,,,,
GLOBAL PET,1,112005,112005,,,,,,
HOW OIL COMPANY,1,55855,55855,,,,,,
WEATHERS W D,1,241801,241801,,,,,,
DUNN SAM G,1,81168,81168,,,,,,
CONNOR W H,1,160058,160058,,,,,,
CURTIS GORDAN,1,252718,252718,,,,,,
MASTERSON A E,1,465969,465969,,,,,,
PARTNERSHIP OIL & GAS,1,114965,114965,,,,,,
CATARINA SALT WATER DISPOSAL LLC,1,234558,234558,,,,,,
LORE J R,1,463913,463913,,,,,,
OLIVER RUSSELL,1,178313,178313,,,,,,
WHITE HORACE R,1,421805,421805,,,,,,
HAAS C F & KIRKWOOD,1,407225,407225,,,,,,
GIBBLE MORGAN,1,186393,186393,,,,,,
MORGAN ML ETAL,1,470320,470320,,,,,,
MINNESOTA O & DEVEL,1,469357,469357,,,,,,
HCE OPERATING LIMITED LIABILITY CORP,1,225817,225817,,,,,,
BROWN BURTON M,1,158673,158673,,,,,,
BUNGER PETROLEUM,1,245349,245349,,,,,,
TRANS TEX RESOURCES INCORPORATED,1,145317,145317,,,,,,
MCGUIRT TOM B TRUSTEE,1,90181,90181,,,,,,
VAHLSING CHRISTINA,1,453299,453299,,,,,,
MCNAMARA JB,1,467772,467772,,,,,,
PRESSMAN & PAYNE,1,415840,415840,,,,,,
LAMAY OIL CO,1,461315,461315,,,,,,
TOLTEK DRLG-APOLLO EXPL,1,708716,708716,,,,,,
RUTHERFORD-HEARD-HEYSER,1,419712,419712,,,,,,
MCCULLOCH OIL CORPORATION OF TEX & IDS,1,92191,92191,,,,,,
PANTERRA INC,1,111674,111674,,,,,,
LAMPHERE-MAY,1,461386,461386,,,,,,
PETRO-TECH INCORPORATED,1,26177,26177,,,,,,
DOOLEY F W TRUSTEE,1,268841,268841,,,,,,
LEY S E,1,463080,463080,,,,,,
CALAPOY,1,245756,245756,,,,,,
DONAHUE J J,1,269086,269086,,,,,,
HANNUM & SLICK,1,408066,408066,,,,,,
COBB & JEFFRIES,1,249423,249423,,,,,,
HILL WADLEY DRLG CO,1,410930,410930,,,,,,
PIERCE & MONDAY,1,49102,49102,,,,,,
MORRIS BROS WELL SERVC,1,470411,470411,,,,,,
WILSON A E,1,422692,422692,,,,,,
GARR DRILLING,1,45200,45200,,,,,,
PENROSE OIL,1,174957,174957,,,,,,
ENERGY ENVIRONMENT INCORPORATED,1,125998,125998,,,,,,
NORDIC PETROLEUMS INCORPORATED,1,84672,84672,,,,,,
TALLGRASS PETROLEUM CORPORATION,1,100017,100017,,,,,,
WILBURN J A,1,36289,36289,,,,,,
BRORBY J,1,243484,243484,,,,,,
WILSON DEEP WELL,1,422712,422712,,,,,,
ALABLANCA OIL,1,196037,196037,,,,,,
UNITED CARBON & SKELLY,1,453145,453145,,,,,,
MORRIS KIRSCHENER,1,470437,470437,,,,,,
BLUMETHAL H W,1,242053,242053,,,,,,
REECE W H ETAL,1,417260,417260,,,,,,
SWAIN RANDY,1,50892,50892,,,,,,
MCGURLEY ETAL,1,467293,467293,,,,,,
THOMAS BROS & WISE N L,1,451329,451329,,,,,,
COLLINS J J,1,159961,159961,,,,,,
SWARTSBAUGH & MCMILLAN,1,431689,431689,,,,,,
ROSS & OTHUS,1,419093,419093,,,,,,
HANNEN J D,1,45654,45654,,,,,,
WORLEY & COCHRAN,1,423592,423592,,,,,,
FLORIDA-WYOMING OIL,1,277237,277237,,,,,,
ABBOTT J A,1,195673,195673,,,,,,
STAMS C E,1,429341,429341,,,,,,
WHEELCO OIL & GAS,1,104286,104286,,,,,,
BIGBY C G & PIERCE B G,1,245214,245214,,,,,,
RYAN-JARRAD COMPANY,1,49884,49884,,,,,,
POPE HENRY & BARBARA,1,110629,110629,,,,,,
GRUBB M T & GILGER C C,1,136944,136944,,,,,,
METYGER ETAL,1,468465,468465,,,,,,
WILDCATTERS EXPLORATION,1,115334,115334,,,,,,
SEAY-DENNIS-WEBB ETAL,1,425770,425770,,,,,,
TOLCOTT G H,1,451951,451951,,,,,,
BRACE OIL,1,242909,242909,,,,,,
GOODWIN S G,1,448205,448205,,,,,,
MIZEL ABE,1,22998,22998,,,,,,
REEVES AYMORE,1,417410,417410,,,,,,
TAB INVESTMENTS,1,117530,117530,,,,,,
